OBJECTID,ID,DIR,LENGTH,LINKID,COUNTRY,JURISCODE,JURISNAME,ROADNUM,ROADNAME,ADMIN,SURFACE,LANES,SPEEDLIM,CLASS,NHS,BORDER,Shape__Length
126947,541976,0,0.32,02_6756462,2,02_41,Oregon,S213,S CASCADE HWY,State,Paved,2,56,3,10,0,0.00298131240211612
125951,541020,0,1.05,02_6694417,2,02_41,Oregon,S99W,W PACIFIC HWY,State,Paved,2,88,3,7,0,0.0111174661642047
123366,541228,0,3.35,02_6706850,2,02_41,Oregon, ,COLUMBIA BLVD,Municipal,Paved,4,40,3,8,0,0.0386068413097106
123295,542026,0,0.91,02_6758595,2,02_41,Oregon,S99E,MCLOUGHLIN BLVD,State,Paved,4,64,3,10,0,0.00908363341053752
127611,542659,0,0.12,02_6774110,2,02_41,Oregon, ,39TH AV,Municipal,Paved,2,72,3,10,0,0.00107955798274183
127872,542557,0,0.07,02_6771063,2,02_41,Oregon, , ,Municipal,Paved,2,40,3,10,0,0.000846005709400709
127279,543074,0,0.01,02_6788079,2,02_41,Oregon, ,AIRPORT WY,Municipal,Paved,2,40,3,8,0,0.000161941458724347
126876,543557,0,0.19,02_6809361,2,02_53,Washington, ,C ST,Municipal,Paved,2,80,3,0,0,0.00177223463205954
126615,543816,0,0.4,02_6816363,2,02_53,Washington, ,NE ANDERSEN AV,Municipal,Paved,4,56,3,10,0,0.00363017368479025
122963,541420,0,0.11,02_6705332,2,02_41,Oregon, ,EVERETT ST,Municipal,Paved,2,72,4,8,0,0.00145433397944575
126283,541364,0,0.25,02_6705942,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,6,104,1,1,0,0.00229583348841157
127208,542815,0,0.07,02_6778816,2,02_41,Oregon, ,DIVISION ST,Municipal,Paved,4,40,5,0,0,0.000865332415555334
127540,542689,0,0.01,02_6774459,2,02_41,Oregon, ,KILLINGSWORTH ST,Municipal,Paved,2,64,4,0,0,0.000116018657467164
128536,543608,0,0.36,02_6810675,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,4,96,2,7,0,0.00456887507215597
126544,543492,0,1.75,02_6822412,2,02_53,Washington, ,SE MILL PLAIN BLVD,Municipal,Paved,6,64,3,10,0,0.0223182175638428
126924,541958,0,0.56,02_6755013,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,4,88,1,1,0,0.00710508609624232
122940,541245,0,0.16,02_6700104,2,02_41,Oregon, , ,Municipal,Paved,4,48,3,10,0,0.00197545794557239
123389,541450,0,1.39,02_6708125,2,02_41,Oregon, ,SWIFT HWY 120,Municipal,Paved,2,72,4,8,0,0.0149841000020041
126260,541360,0,0,02_6703919,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,6,104,1,1,0,1.66432233691918E-05
127895,542719,0,0.4,02_6775102,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,48,3,10,0,0.00361266170425446
127563,542890,0,0.47,02_6780574,2,02_41,Oregon, ,CORNFOOT GABRESKI RD,Municipal,Paved,2,72,5,8,0,0.00588799427299501
123057,538108,0,0.06,02_6775927,2,02_41,Oregon, ,MARINE DR,Municipal,Paved,4,88,3,8,0,0.00065004265872069
125928,541005,0,0.23,02_6693823,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,104,1,1,0,0.00219125068482119
128559,543899,0,0.05,02_6818596,2,02_53,Washington,S500, ,State,Paved,5,88,2,7,0,0.000560628919866079
127325,542094,0,0.02,02_6760809,2,02_41,Oregon, ,MOLALLA AV,Municipal,Paved,2,56,4,0,0,0.000166184084907823
125997,540808,0,0.4,02_6694709,2,02_41,Oregon,S217,BEAVERTON-TIGARD HWY,State,Paved,4,88,2,7,0,0.00374096477217781
126329,541267,0,0.19,02_6701010,2,02_41,Oregon,S217,BEAVERTON-TIGARD HWY,State,Paved,4,88,2,7,0,0.00174929096938186
127657,542338,0,0.03,02_6766405,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,4,104,1,1,0,0.000287731408751627
127989,543050,0,0.17,02_6787341,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,10,0,0.00216244742588009
128321,543941,0,0.03,02_6820082,2,02_53,Washington, ,NE 83RD ST,Municipal,Paved,4,72,3,10,0,0.00039873882922976
125665,540835,0,0.61,02_6687135,2,02_41,Oregon,S10,FARMINGTON RD,State,Paved,2,64,3,10,0,0.00717587047090146
128582,543825,0,0.81,02_6817733,2,02_53,Washington, ,NE 112TH AV,Municipal,Paved,4,56,3,10,0,0.0072705936412698
128250,543849,0,0.06,02_6817584,2,02_53,Washington,I205, ,State,Paved,6,96,1,1,0,0.000526243383458927
126638,541913,0,3.75,02_6783280,2,02_41,Oregon, ,S REDLAND RD,Municipal,Paved,2,72,4,0,0,0.0449955685849203
126306,541456,0,0.34,02_6706703,2,02_41,Oregon, ,61ST ST,Municipal,Paved,2,56,4,8,0,0.00346444222964889
125974,541315,0,1.72,02_6702760,2,02_41,Oregon, ,LOMBARD ST,Municipal,Paved,2,40,4,8,0,0.0168792279187068
127302,542062,0,0.27,02_6760114,2,02_41,Oregon,S99E,MCLOUGHLIN BLVD,State,Paved,6,72,3,7,0,0.00242740807145292
127634,542405,0,0.05,02_6767855,2,02_41,Oregon, ,GLISAN ST,Municipal,Paved,2,72,4,8,0,0.000600100878702699
128298,543928,0,0.79,02_6819417,2,02_53,Washington, ,NW 78TH ST,Municipal,Paved,2,64,4,0,0,0.0100773677857916
128396,543514,0,0.76,02_6815226,2,02_53,Washington, ,NE 78TH ST,Municipal,Paved,2,64,3,10,0,0.00958362496678736
127966,543270,0,0.16,02_6793730,2,02_41,Oregon, , ,Municipal,Paved,2,56,3,10,0,0.00145723232879422
126120,541156,0,0.13,02_6697420,2,02_41,Oregon, ,KRUSE WY,Municipal,Paved,4,88,2,7,0,0.00159201926651671
122871,541204,0,0.77,02_6698504,2,02_41,Oregon,S43,BOONES FERRY RD,State,Paved,4,56,3,7,0,0.00781123631367932
125456,540916,0,0.47,02_6689806,2,02_41,Oregon,U26,SUNSET HWY,State,Paved,4,88,2,7,0,0.00565512163079087
127371,542142,0,0.05,02_6762484,2,02_41,Oregon,S212,CARVER HWY,State,Paved,5,56,3,7,0,0.000578104075171779
127448,542622,0,0.42,02_6773071,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,4,64,3,10,0,0.00521697368709005
127709,542330,0,0.01,02_6766249,2,02_41,Oregon,S43N,MACADAM AV,State,Paved,2,64,3,10,0,8.85269660142163E-05
128373,543693,0,0.17,02_6812674,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,4,96,2,7,0,0.00213043579354351
126114,540871,0,0.26,02_6687932,2,02_41,Oregon, ,MURRAY BLVD,Municipal,Paved,4,72,3,10,0,0.00236601913545866
126043,540895,0,0.41,02_6688997,2,02_41,Oregon, ,CORNELL RD,Municipal,Paved,4,72,3,7,0,0.00522515665582798
125450,540906,0,0.16,02_6689498,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,0,0,0.00200286131579252
126784,543124,0,0.14,02_6789577,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,4,56,3,10,0,0.00177897157695197
128035,543208,0,0.17,02_6792043,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.0015316650431646
127348,542135,0,0.31,02_6761842,2,02_41,Oregon, ,S REDLAND RD,Municipal,Paved,2,72,4,0,0,0.00379676731725314
126020,541059,0,0.03,02_6695399,2,02_41,Oregon,S10,BARBUR BLVD,State,Paved,2,88,3,7,0,0.000357806336506852
126143,541175,0,0.19,02_6697997,2,02_41,Oregon,S10,BARBUR BLVD,State,Paved,2,88,3,7,0,0.00237667469827645
126137,540990,0,0.19,02_6697907,2,02_41,Oregon,S10,BARBUR BLVD,State,Paved,2,88,3,7,0,0.0021970995253247
127686,542304,0,0.23,02_6765697,2,02_41,Oregon,S99W,FRONT ST,State,Paved,4,72,4,0,0,0.0022334219068369
128012,543196,0,0.42,02_6791191,2,02_41,Oregon, ,BURNSIDE RD,Municipal,Paved,4,72,3,7,0,0.00528482477929506
127022,543017,0,0.81,02_6786071,2,02_41,Oregon, ,DIVISION ST,Municipal,Paved,4,56,3,10,0,0.0103266245360151
127465,542759,0,0.34,02_6776587,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,88,3,8,0,0.00327733816153416
127471,542766,0,0.8,02_6776843,2,02_41,Oregon, ,KILLINGSWORTH ST,Municipal,Paved,2,64,4,0,0,0.0102334133583009
128350,543638,0,0.31,02_6812225,2,02_53,Washington, ,NW 78TH ST,Municipal,Paved,2,56,3,10,0,0.00403013694123053
125473,540934,0,0.08,02_6690316,2,02_41,Oregon, ,CORNELIUS PASS RD,Municipal,Paved,4,40,3,10,0,0.000723566790972298
127417,542113,0,0.02,02_6761488,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.000237621066523906
122917,541216,0,0.2,02_6699343,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,104,1,1,0,0.00234197990305721
126335,541283,0,0.07,02_6701065,2,02_41,Oregon,S8,CANYON RD,State,Paved,2,88,3,10,0,0.000825840571649629
127663,542278,0,0.29,02_6766477,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,4,104,1,1,0,0.00334312180962715
127494,542903,0,0.16,02_6781546,2,02_41,Oregon,S213,82ND AV,State,Paved,4,80,3,10,0,0.00140824211869712
128327,543657,0,0.1,02_6811521,2,02_53,Washington, , ,Municipal,Paved,4,56,3,10,0,0.000976978185287056
126166,541143,0,0.06,02_6696910,2,02_41,Oregon, ,SW STAFFORD RD,Municipal,Paved,2,88,4,0,0,0.000609002688766104
126312,541265,0,0.14,02_6700284,2,02_41,Oregon,S10,BEAVERTON-HILLSBORO HWY,State,Paved,2,72,5,0,0,0.00123417018769139
127394,542189,0,0.05,02_6763094,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.000477602443830593
127640,542424,0,0.02,02_6768210,2,02_41,Oregon, ,BROADWAY AV,Municipal,Paved,4,72,3,8,0,0.000211357546694687
128058,543148,0,0.18,02_6790143,2,02_41,Oregon, , ,Municipal,Paved,6,72,3,10,0,0.00158111389328504
127517,542932,0,0.19,02_6782238,2,02_41,Oregon, ,COLUMBIA BLVD,Municipal,Paved,2,72,3,8,0,0.00236647366500393
125427,541619,0,0.31,02_6722518,2,02_41,Oregon, ,N PACIFIC GATEWAY BLVD,Municipal,Paved,2,72,3,8,0,0.00333434619982698
126189,541065,0,1.18,02_6695576,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,104,1,1,0,0.0149820349508453
125648,540817,0,1.47,02_6685960,2,02_41,Oregon,S10, ,State,Paved,2,72,4,0,0,0.0152114670358697
128304,543933,0,0.07,02_6819489,2,02_53,Washington,I205, ,State,Paved,4,96,1,1,0,0.0007238871448924
126976,543393,0,1.4,02_6803021,2,02_53,Washington,S14, ,State,Paved,4,88,2,7,0,0.0176194070857054
128181,543963,0,0.69,02_6820510,2,02_53,Washington, ,NE 83RD ST,Municipal,Paved,2,72,3,10,0,0.00889076599076481
125874,541295,0,0.8,02_6701426,2,02_41,Oregon,S10,BEAVERTON-HILLSBORO HWY,State,Paved,4,56,3,10,0,0.0102084052659041
123372,541229,0,0.71,02_6707185,2,02_41,Oregon, ,YEON AV,Municipal,Paved,4,72,3,7,0,0.00861380488528196
127202,542814,0,0.55,02_6778762,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.00491164083879976
128530,543607,0,0.1,02_6810271,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,5,96,2,7,0,0.001144036480513
126870,543552,0,0.17,02_6808995,2,02_53,Washington, ,WASHINGTON ST,Municipal,Paved,3,40,3,10,0,0.00154323584088604
126621,543817,0,0.4,02_6816900,2,02_53,Washington,S500, ,State,Paved,5,88,2,7,0,0.00469485258071238
127949,543254,0,0.09,02_6793203,2,02_41,Oregon,U30  P,SANDY BLVD,State,Paved,2,64,4,0,0,0.00107676833613124
128281,543740,0,0.16,02_6814970,2,02_53,Washington,I5, ,State,Paved,8,96,1,1,0,0.00144997425895777
125934,541014,0,0.19,02_6693889,2,02_41,Oregon, ,SW BOONES FERRY RD,Municipal,Paved,2,72,4,0,0,0.00172910337020098
126229,541112,0,0.03,02_6696244,2,02_41,Oregon, , ,Municipal,Paved,3,72,3,10,0,0.000282639177608411
122934,541254,0,0.05,02_6699745,2,02_41,Oregon, ,BROADWAY,Municipal,Paved,4,72,3,0,0,0.000465802094659927
126266,541371,0,0.21,02_6704418,2,02_41,Oregon,U30,ST HELENS RD,State,Paved,2,72,4,0,0,0.00266245121979087
123266,542028,0,0.03,02_6760057,2,02_41,Oregon, , ,Municipal,Paved,4,88,2,10,0,0.000415207357997431
127594,542642,0,0.06,02_6773513,2,02_41,Oregon, ,39TH AV,Municipal,Paved,2,72,3,10,0,0.000638359036288413
127262,542870,0,0.69,02_6780273,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.0063556385833831
127557,542876,0,0.2,02_6780381,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.0019250203335726
127889,542714,0,0.5,02_6775006,2,02_41,Oregon,U30  P,LOMBARD ST,State,Paved,4,56,4,0,0,0.00637200198727359
128436,543720,0,0.05,02_6813633,2,02_53,Washington,S500, ,State,Paved,4,88,2,7,0,0.000599230520740208
128590,543872,0,0.03,02_6817871,2,02_53,Washington, ,NE FOURTH PLAIN BLVD,Municipal,Paved,4,88,3,10,0,0.000271764878977941
126561,544068,0,0.53,02_6823149,2,02_53,Washington, ,NE 162ND AV,Municipal,Paved,2,64,3,10,0,0.00480516192521912
122923,541217,0,0.61,02_6699464,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,104,1,1,0,0.00680820661878553
123172,542466,0,0.18,02_6768944,2,02_41,Oregon, ,INTERSTATE AV,Municipal,Paved,4,56,4,8,0,0.0018797217539142
126907,543241,0,0.02,02_6792919,2,02_41,Oregon, , ,Municipal,Paved,4,40,3,10,0,0.000152643303660632
127156,542955,0,0.04,02_6782600,2,02_41,Oregon,U30  P,COLUMBIA BLVD,State,Paved,5,72,3,8,0,0.000435498250807759
127903,542731,0,0.08,02_6775651,2,02_41,Oregon, ,COLUMBIA BLVD,Municipal,Paved,4,40,3,8,0,0.00104554807303792
127500,542906,0,0.57,02_6781679,2,02_41,Oregon, ,COLUMBIA BLVD,Municipal,Paved,2,72,3,8,0,0.00696597378436196
123074,542753,0,0.38,02_6776462,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,104,1,1,0,0.00362173950803608
128235,543839,0,0.07,02_6817075,2,02_53,Washington,I205, ,State,Paved,7,96,1,1,0,0.000648680479864938
127168,541995,0,0.36,02_6783100,2,02_41,Oregon, ,AIRPORT WY,Municipal,Paved,2,40,3,8,0,0.00406762808287241
128496,543527,0,0.25,02_6809624,2,02_53,Washington, ,WASHINGTON ST,Municipal,Paved,3,40,3,10,0,0.00227631747154139
126074,540958,0,0,02_6691804,2,02_41,Oregon, ,185TH AV,Municipal,Paved,5,40,3,10,0,4.30116698416852E-05
126183,541061,0,0.36,02_6695434,2,02_41,Oregon,S10,BARBUR BLVD,State,Paved,2,88,3,7,0,0.00424901551209579
126220,541104,0,0.14,02_6696188,2,02_41,Oregon, , ,Municipal,Paved,3,72,3,10,0,0.00156453191321506
125888,541310,0,0.71,02_6701915,2,02_41,Oregon,S10,BEAVERTON-HILLSBORO HWY,State,Paved,4,56,3,10,0,0.0090434525819059
125433,541638,0,0.46,02_6723342,2,02_41,Oregon, ,MARINE DR,Municipal,Paved,4,56,4,8,0,0.00546991455417391
127757,542505,0,0.25,02_6771192,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00292540808825075
123232,538105,0,0.1,02_6765647,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,6,104,1,1,0,0.00107767511669712
128187,543968,0,0.06,02_6820891,2,02_53,Washington,S503,NE 117TH AV,State,Paved,2,56,3,7,0,0.000579107662273229
123220,542293,0,0.17,02_6765181,2,02_41,Oregon,S99W,FRONT ST,State,Paved,2,48,4,0,0,0.00154068981280731
127843,542524,0,0.08,02_6770401,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,48,3,7,0,0.000705002937498269
127855,542541,0,0.13,02_6770542,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,4,104,1,1,0,0.00113897044352719
127216,541999,0,1.06,02_6778899,2,02_41,Oregon, ,DIVISION ST,Municipal,Paved,4,56,3,10,0,0.0136083835842663
127511,542930,0,0.69,02_6781821,2,02_41,Oregon, ,ALDERWOOD RD,Municipal,Paved,2,72,5,8,0,0.00801390681800677
126761,543065,0,0.87,02_6788830,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,4,96,2,7,0,0.0108123935479484
126126,541168,0,0.04,02_6697467,2,02_41,Oregon, ,KRUSE WY,Municipal,Paved,4,88,2,7,0,0.000516717017255158
122877,541151,0,1.81,02_6699133,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,88,1,1,0,0.0208588722906107
127116,542246,0,0.17,02_6764347,2,02_41,Oregon,S10,FRONT ST,State,Paved,3,40,3,10,0,0.00153610853427758
127697,542323,0,0.02,02_6765825,2,02_41,Oregon,U26E,POWELL BLVD,State,Paved,2,64,4,0,0,0.000243977302615742
127703,542328,0,0.01,02_6765882,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,2,64,3,10,0,0.000131460568624107
127454,542232,0,0.63,02_6773280,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00795931448064035
126369,541399,0,0.1,02_6705170,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,4,104,1,1,0,0.000959895032506242
128444,543731,0,0.17,02_6814117,2,02_53,Washington, ,NW 78TH ST,Municipal,Paved,6,56,3,10,0,0.00224322809462059
128041,543129,0,0.17,02_6789666,2,02_41,Oregon, , ,Municipal,Paved,6,72,3,10,0,0.00151500776337508
128290,543761,0,0.05,02_6815072,2,02_53,Washington,I5, ,State,Paved,8,96,1,1,0,0.000442162979999219
127354,542143,0,1.21,02_6762281,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.0113195652956141
123180,542369,0,0.02,02_6767233,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,48,3,7,0,0.000174103264487092
127803,542605,0,0,02_6772321,2,02_41,Oregon, ,BROADWAY,Municipal,Paved,3,56,3,8,0,1.69997184542581E-05
128344,543636,0,0.09,02_6812103,2,02_53,Washington, ,NE HWY 99,Municipal,Paved,4,64,3,10,0,0.000793509079981934
127408,542107,0,0.01,02_6761065,2,02_41,Oregon,S99E,MCLOUGHLIN BLVD,State,Paved,6,64,3,10,0,0.000121333811052387
126323,541276,0,0.14,02_6700638,2,02_41,Oregon,S217,BEAVERTON-TIGARD HWY,State,Paved,4,88,2,7,0,0.00126192274976303
127749,542503,0,0.08,02_6771127,2,02_41,Oregon,S99E,GRAND AV,State,Paved,4,48,3,10,0,0.000713017362791827
127995,543052,0,0.16,02_6787729,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,10,0,0.00209302394187708
126916,543246,0,0.13,02_6793063,2,02_41,Oregon, , ,Municipal,Paved,3,40,3,10,0,0.00118541151502109
128244,543498,0,0.19,02_6817170,2,02_53,Washington, ,SE CHKALOV DR,Municipal,Paved,2,72,4,0,0,0.00223769883127357
127162,542934,0,0.21,02_6783024,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.00228497216351329
128490,543565,0,0.28,02_6809540,2,02_53,Washington, ,W 14TH ST,Municipal,Paved,2,40,3,0,0,0.00345122505393672
126080,540809,0,0.79,02_6691849,2,02_41,Oregon,S10,FARMINGTON RD,State,Paved,4,64,3,10,0,0.00984013599358969
122831,540267,0,1.54,02_6676063,2,02_41,Oregon, ,CORNELL RD,Municipal,Paved,4,72,3,7,0,0.0193283034471
127308,542079,0,0.13,02_6760291,2,02_41,Oregon,S99E,MCLOUGHLIN BLVD,State,Paved,4,48,3,10,0,0.00131117979641575
126177,541161,0,0.27,02_6697356,2,02_41,Oregon,S217,BEAVERTON-TIGARD HWY,State,Paved,4,88,2,7,0,0.00294101499582068
122980,541363,0,0.56,02_6705868,2,02_41,Oregon, ,FRONT AVE,Municipal,Paved,2,56,4,8,0,0.00628730567059435
125980,541339,0,0.08,02_6703240,2,02_41,Oregon,S8,CANYON RD,State,Paved,2,88,3,10,0,0.000801776252565136
127603,542656,0,0.04,02_6773705,2,02_41,Oregon,U30  B,SANDY BLVD,State,Paved,3,72,3,10,0,0.000441863284464829
123226,542302,0,0,02_6765594,2,02_41,Oregon,S99W,FRONT ST,State,Paved,2,48,4,0,0,3.50576525029513E-05
127849,542530,0,0.32,02_6770476,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,48,3,10,0,0.00284410524303202
126767,543099,0,0.35,02_6789002,2,02_41,Oregon,U30  P,SANDY BLVD,State,Paved,2,72,3,10,0,0.00439253014569563
125439,541645,0,0.03,02_6723488,2,02_53,Washington,S501,NW NEW LOWER RIVER RD,State,Paved,2,56,3,8,0,0.000356226765472369
127062,543292,0,0.3,02_6794324,2,02_53,Washington,S14, ,State,Paved,4,88,2,7,0,0.00332593349398648
128390,543766,0,0.31,02_6815122,2,02_53,Washington, ,NE HWY 99,Municipal,Paved,4,56,3,10,0,0.00292523519394479
123378,541475,0,0.1,02_6707437,2,02_41,Oregon, ,GOING ST,Municipal,Paved,4,64,5,8,0,0.00133500131603436
125868,540811,0,0.65,02_6701285,2,02_41,Oregon,U26,SUNSET HWY,State,Paved,6,88,2,7,0,0.00779676799758708
123212,542285,0,0.09,02_6765074,2,02_41,Oregon,U26E,FRONT ST,State,Paved,3,48,4,0,0,0.000841031413498515
127457,542632,0,0.27,02_6773336,2,02_41,Oregon,U30  B,SANDY BLVD,State,Paved,3,72,3,10,0,0.00325456124367944
122951,541409,0,0.16,02_6705221,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,4,104,1,1,0,0.0014516752682369
126366,541402,0,0.01,02_6705149,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,4,104,1,1,0,6.8447223336151E-05
127955,543259,0,0.12,02_6793307,2,02_41,Oregon, , ,Municipal,Paved,4,56,3,10,0,0.00110628223800374
128287,543727,0,0.19,02_6815041,2,02_53,Washington,I205, ,State,Paved,4,96,1,1,0,0.00203933110220781
127789,542378,0,0,02_6771873,2,02_41,Oregon, ,BROADWAY,Municipal,Paved,3,72,3,8,0,4.00126777216016E-05
127528,542677,0,0.11,02_6774344,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,88,1,1,0,0.000994099112522691
127030,543028,0,0.15,02_6786299,2,02_41,Oregon, , ,Municipal,Paved,3,72,3,10,0,0.0019057798840903
127291,543086,0,0.48,02_6788624,2,02_53,Washington,I205, ,State,Paved,8,96,1,1,0,0.0043188948506393
126864,543550,0,0.02,02_6808917,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,5,88,2,7,0,0.000192861228221024
128453,543623,0,0.09,02_6810821,2,02_53,Washington, ,E MILL PLAIN BLVD,Municipal,Paved,4,56,3,10,0,0.00111180253834108
126223,541108,0,0.02,02_6696207,2,02_41,Oregon, , ,Municipal,Paved,3,72,3,10,0,0.000238399310093932
126272,541373,0,0.06,02_6704526,2,02_41,Oregon, ,YEON AV,Municipal,Paved,4,72,3,7,0,0.000701539615938216
125891,541312,0,3.08,02_6702211,2,02_41,Oregon,U30,ST HELENS RD,State,Paved,4,64,3,7,0,0.0319734866760681
127385,542175,0,0.18,02_6763001,2,02_41,Oregon,S213,82ND AV,State,Paved,3,88,3,10,0,0.00168160200518144
123235,542306,0,0.09,02_6765669,2,02_41,Oregon,U26, ,State,Paved,2,80,4,0,0,0.0010568680739358
127434,542617,0,0.02,02_6772447,2,02_41,Oregon, ,BROADWAY,Municipal,Paved,3,56,4,10,0,0.000202021936633912
128049,543141,0,0.11,02_6789775,2,02_41,Oregon, , ,Municipal,Paved,6,72,3,10,0,0.00100006056916633
126936,541975,0,0.19,02_6756131,2,02_41,Oregon,S213,S CASCADE HWY,State,Paved,2,72,3,10,0,0.00188646191364468
126887,543217,0,0.13,02_6792127,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,10,0,0.00130165869761807
127932,543177,0,0.32,02_6790908,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00405189973030374
127883,542712,0,0.01,02_6774961,2,02_41,Oregon,U30  P,LOMBARD ST,State,Paved,4,56,4,0,0,9.60058744280395E-05
128381,543702,0,0.27,02_6813198,2,02_53,Washington,S500, ,State,Paved,4,88,2,7,0,0.00301841312790293
128596,543878,0,0.13,02_6817975,2,02_53,Washington,I205, ,State,Paved,6,96,1,1,0,0.00136370102027718
128430,543713,0,0.22,02_6813566,2,02_53,Washington, ,NE ST JOHNS RD RD,Municipal,Paved,2,56,3,10,0,0.00202235665556321
125940,540988,0,0.08,02_6693999,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.0010365142747124
126246,541347,0,0.97,02_6703654,2,02_41,Oregon,U26,SUNSET HWY,State,Paved,7,88,2,7,0,0.0110810866439679
127079,542191,0,0.08,02_6763182,2,02_41,Oregon,S213,82ND AV,State,Paved,4,88,3,10,0,0.000714799655254075
127242,542829,0,0.11,02_6779649,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,7,88,1,1,0,0.00102525346831171
127906,542733,0,0.06,02_6775683,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,88,1,1,0,0.000589267675815629
128238,543835,0,0.1,02_6817118,2,02_53,Washington, ,SE MILL PLAIN BLVD,Municipal,Paved,6,56,3,10,0,0.0013001121794834
125419,541625,0,0.01,02_6722406,2,02_41,Oregon, ,LOMBARD ST,Municipal,Paved,2,56,4,8,0,6.32452667451418E-05
126083,540964,0,0.74,02_6691973,2,02_41,Oregon,S8,TUALATIN VALLEY HWY,State,Paved,4,64,3,7,0,0.00927106053602761
127314,542084,0,0.01,02_6760395,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,8.98113731161111E-05
126011,541055,0,0.21,02_6695315,2,02_41,Oregon,S99W,W PACIFIC HWY,State,Paved,2,88,3,7,0,0.00254858509936217
127597,542631,0,0.5,02_6773571,2,02_41,Oregon, ,39TH AV,Municipal,Paved,4,72,3,10,0,0.00448725112193776
127646,542429,0,0.27,02_6768258,2,02_41,Oregon,S99W,FRONT ST,State,Paved,2,72,4,0,0,0.00255884995811971
127720,542467,0,0.03,02_6769008,2,02_41,Oregon, ,INTERSTATE AV,Municipal,Paved,4,80,4,8,0,0.000249571227501392
127265,542006,0,0.17,02_6780334,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.00215709324230071
126601,543802,0,0.44,02_6816185,2,02_53,Washington, ,NE ANDERSEN AV,Municipal,Paved,4,56,3,10,0,0.00401528723729986
128261,543508,0,1.02,02_6814264,2,02_53,Washington, ,NE 78TH ST,Municipal,Paved,2,72,3,10,0,0.0130590199778103
126060,540942,0,0.56,02_6690842,2,02_41,Oregon, ,185TH AV,Municipal,Paved,3,72,3,10,0,0.00506860089358192
127056,543287,0,0.06,02_6794244,2,02_53,Washington,S14, ,State,Paved,4,88,2,7,0,0.00080988240617842
128310,543939,0,0.18,02_6819599,2,02_53,Washington,I205, ,State,Paved,4,96,1,1,0,0.0020202830065365
