OBJECTID,ID,DIR,LENGTH,LINKID,COUNTRY,JURISCODE,JURISNAME,ROADNUM,ROADNAME,ADMIN,SURFACE,LANES,SPEEDLIM,CLASS,NHS,BORDER,Shape__Length
128398,543515,0,0.39,02_6815290,2,02_53,Washington, ,NE ST JOHNS RD,Municipal,Paved,4,72,4,0,0,0.00432014930649431
128183,543964,0,0.21,02_6820549,2,02_53,Washington,S503,NE 117TH AV,State,Paved,3,48,3,7,0,0.00189401762475209
126214,541097,0,0.08,02_6696147,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.000934401742694139
127711,542315,0,0.05,02_6766262,2,02_41,Oregon,S43N,MACADAM AV,State,Paved,2,64,3,10,0,0.000620415253997271
122965,541422,0,0,02_6705352,2,02_41,Oregon, ,EVERETT ST,Municipal,Paved,2,72,4,8,0,2.90175500794773E-05
126285,541444,0,0.11,02_6705967,2,02_41,Oregon,I405, ,State,Paved,6,104,1,1,0,0.00101152169438174
127542,542690,0,0.01,02_6774475,2,02_41,Oregon, ,KILLINGSWORTH ST,Municipal,Paved,2,88,4,0,0,0.000130016072329899
128375,543513,0,0.7,02_6812727,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,4,96,2,7,0,0.00866160052207305
126878,543560,0,0.02,02_6809402,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,5,88,2,7,0,0.000181478048637259
127047,543281,0,0.11,02_6793911,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,5,96,2,7,0,0.00133455183132051
125452,540907,0,0.18,02_6689605,2,02_41,Oregon, ,CORNELL RD,Municipal,Paved,2,72,4,7,0,0.00163375194949337
126237,541120,0,0.02,02_6696608,2,02_41,Oregon, , ,Municipal,Paved,3,72,3,10,0,0.000209220271496791
126139,541180,0,0.06,02_6697957,2,02_41,Oregon,S10,BARBUR BLVD,State,Paved,2,88,3,7,0,0.000727629149135776
122942,541258,0,0.16,02_6700127,2,02_41,Oregon, , ,Municipal,Paved,4,48,3,10,0,0.00206721111687305
127442,542624,0,0.23,02_6772606,2,02_41,Oregon,S99E,MCLOUGHLIN BLVD,State,Paved,6,72,3,7,0,0.00264876333093511
127688,542309,0,0.08,02_6765718,2,02_41,Oregon,U26, ,State,Paved,2,80,4,0,0,0.00101879945027282
126360,541397,0,0.06,02_6705093,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,4,104,1,1,0,0.000545418303991167
126901,543231,0,0.16,02_6792521,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.00149249381770813
127024,543015,0,0.6,02_6786176,2,02_41,Oregon, ,DIVISION ST,Municipal,Paved,4,64,3,10,0,0.00773717333841943
127565,542891,0,0.15,02_6780659,2,02_41,Oregon, ,CORNFOOT GABRESKI RD,Municipal,Paved,2,72,5,8,0,0.0017639902655772
126778,543110,0,0.39,02_6789446,2,02_53,Washington, ,SE 164TH AV,Municipal,Paved,6,64,3,10,0,0.0034901678605958
128229,543830,0,0.22,02_6817016,2,02_53,Washington, ,SE MILL PLAIN BLVD,Municipal,Paved,4,56,3,10,0,0.00284214802268545
128352,543511,0,0.03,02_6812249,2,02_53,Washington, ,NW 78TH ST,Municipal,Paved,2,56,3,10,0,0.000402060739808853
125475,540935,0,0.15,02_6690341,2,02_41,Oregon, ,CORNELIUS PASS RD,Municipal,Paved,4,72,3,10,0,0.00150869110539959
127997,543046,0,0.16,02_6787754,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,10,0,0.00209804108165311
127250,542864,0,0.12,02_6779770,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00146568657929388
128246,543832,0,0.57,02_6817218,2,02_53,Washington, ,SE CHKALOV DR,Municipal,Paved,4,72,4,0,0,0.00526780126047442
128329,543652,0,0.28,02_6811539,2,02_53,Washington,I5, ,State,Paved,6,96,1,1,0,0.00258654570506878
125922,541002,0,0.2,02_6693375,2,02_41,Oregon, ,SW BOONES FERRY RD,Municipal,Paved,2,72,4,0,0,0.00182417165709885
126076,540955,0,0.06,02_6691817,2,02_41,Oregon, ,NW 185TH AVE,Municipal,Paved,5,40,3,0,0,0.00054319139264628
128578,543915,0,0,02_6819251,2,02_53,Washington,S500, ,State,Paved,4,88,2,7,0,3.3621938950184E-05
127310,542082,0,0.14,02_6760328,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.00151903048436243
126314,541266,0,0.05,02_6700300,2,02_41,Oregon,S8,CANYON RD,State,Paved,2,88,3,7,0,0.000690341809242128
125982,541341,0,0.14,02_6703266,2,02_41,Oregon,U26,SUNSET HWY,State,Paved,6,88,2,7,0,0.00168974770621158
125435,541639,0,0.02,02_6723372,2,02_41,Oregon, ,MARINE DR,Municipal,Paved,4,64,4,8,0,0.000298412456793432
127605,542654,0,0.07,02_6773721,2,02_41,Oregon,U30  B,SANDY BLVD,State,Paved,3,72,3,10,0,0.000782171379250125
127642,542425,0,0.19,02_6768222,2,02_41,Oregon, ,6TH AVE,Municipal,Paved,2,48,5,8,0,0.00180061093773722
126277,541441,0,0,02_6705882,2,02_41,Oregon,U30, ,State,Paved,4,88,2,7,0,2.43518898398983E-05
127937,543189,0,0.08,02_6790989,2,02_41,Oregon, ,181ST AV,Municipal,Paved,6,72,3,7,0,0.000704400933539112
126763,543083,0,0.37,02_6788870,2,02_53,Washington, ,MCCILLIVRAY BLVD,Municipal,Paved,2,72,4,0,0,0.0046021953023963
126609,543813,0,0.16,02_6816281,2,02_53,Washington,S500, ,State,Paved,4,88,2,7,0,0.00198306784494551
128484,543660,0,0.16,02_6811491,2,02_53,Washington, ,MAIN ST,Municipal,Paved,2,72,3,10,0,0.00143027983980618
126122,541160,0,0.07,02_6697436,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,8,88,1,1,0,0.000590003986716636
122873,541206,0,0.23,02_6698975,2,02_41,Oregon,S43,COUNTRY CLUB RD,State,Paved,4,48,3,7,0,0.00291259278958961
125876,541300,0,0.21,02_6701489,2,02_41,Oregon,S217,BEAVERTON-TIGARD HWY,State,Paved,4,88,2,7,0,0.00212791183711435
127118,542254,0,0.19,02_6764407,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,88,1,1,0,0.00180080713463722
127450,542623,0,0.83,02_6773154,2,02_41,Oregon, ,39TH AV,Municipal,Paved,4,64,3,10,0,0.00745043806744063
127204,542818,0,0.04,02_6778791,2,02_41,Oregon, ,DIVISION ST,Municipal,Paved,4,40,5,0,0,0.000475026686523365
127951,543250,0,0.27,02_6793236,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00335650563625104
128283,543749,0,0.19,02_6814992,2,02_53,Washington,I5, ,State,Paved,8,96,1,1,0,0.00168130867575528
127548,542669,0,0.45,02_6774852,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,88,1,1,0,0.00403920543546614
126872,543556,0,0.06,02_6809328,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,5,88,2,7,0,0.000719293867899528
128532,543532,0,0.11,02_6810319,2,02_53,Washington,I5, ,State,Paved,6,96,1,1,0,0.00102678721182376
128544,543618,0,0.03,02_6810766,2,02_53,Washington,I5, ,State,Paved,6,96,1,1,0,0.000309556489785437
126623,543818,0,0.16,02_6816927,2,02_53,Washington,S500, ,State,Paved,5,88,2,7,0,0.00188665662897972
126955,541923,0,1.19,02_6802035,2,02_41,Oregon, ,GLISAN ST,Municipal,Paved,2,64,3,10,0,0.015189300571599
125936,541006,0,0.27,02_6693935,2,02_41,Oregon, ,SW BOONES FERRY RD,Municipal,Paved,4,72,4,0,0,0.00325960957349635
126231,541114,0,0.03,02_6696260,2,02_41,Oregon, , ,Municipal,Paved,3,72,3,10,0,0.000331007868768417
122936,541252,0,0.22,02_6700048,2,02_41,Oregon,S8,TUALATIN VALLEY HWY,State,Paved,2,88,3,7,0,0.00283292076363503
126268,541365,0,0.31,02_6704434,2,02_41,Oregon,U30,ST HELENS RD,State,Paved,2,72,4,0,0,0.00402069137571628
123268,542060,0,0.25,02_6760073,2,02_41,Oregon,S99E,MCLOUGHLIN BLVD,State,Paved,5,72,3,7,0,0.0023206192488222
127596,542639,0,0.06,02_6773552,2,02_41,Oregon, ,39TH AV,Municipal,Paved,2,72,3,10,0,0.000637728888988565
127805,542579,0,0.22,02_6772343,2,02_41,Oregon, ,BROADWAY,Municipal,Paved,3,56,3,10,0,0.00281006003304655
127891,542717,0,0.1,02_6775043,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,48,3,10,0,0.000936999646832248
127264,542872,0,0.16,02_6780324,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,10,0,0.00203105554992942
127559,542874,0,0.38,02_6780408,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00451768033309951
126174,541149,0,0.02,02_6697334,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,10,0,0.000230531800880387
122925,541225,0,0,02_6699547,2,02_41,Oregon,S99W,BARBUR BLVD,State,Paved,2,56,3,10,0,3.57347293449783E-05
127751,542561,0,0.05,02_6771139,2,02_41,Oregon, , ,Municipal,Paved,2,40,3,10,0,0.000609003552952114
123174,542364,0,0.16,02_6767170,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,48,3,7,0,0.00142004533161166
127745,542486,0,0.14,02_6769740,2,02_41,Oregon, ,BROADWAY AV,Municipal,Paved,4,72,3,8,0,0.00159509927130151
126909,543240,0,0.1,02_6792931,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.000998436858100312
127164,542960,0,0.15,02_6783040,2,02_41,Oregon,U30  P,SANDY BLVD,State,Paved,4,72,3,10,0,0.00194969098841419
127502,542924,0,0.03,02_6781746,2,02_41,Oregon, ,COLUMBIA BLVD,Municipal,Paved,2,40,3,8,0,0.000354982900759334
128492,543566,0,0.57,02_6809589,2,02_53,Washington,S501,NW NEW LOWER RIVER RD,State,Paved,2,48,3,8,0,0.00735831670109329
128338,543665,0,0.13,02_6811683,2,02_53,Washington,S500, ,State,Paved,2,40,4,7,0,0.00162852982919965
127402,542102,0,0.1,02_6761009,2,02_41,Oregon,S99E,MCLOUGHLIN BLVD,State,Paved,6,64,3,10,0,0.000946975471183438
126222,541102,0,0.08,02_6696201,2,02_41,Oregon, , ,Municipal,Paved,3,72,3,10,0,0.000951367975275871
123228,542291,0,0.17,02_6765606,2,02_41,Oregon,U26W,KELLY AV,State,Paved,2,40,4,0,0,0.00183998122008059
127845,542510,0,0.24,02_6770417,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,48,3,10,0,0.00213103256387156
127851,542531,0,0.08,02_6770498,2,02_41,Oregon,U30  B,BURNSIDE ST,State,Paved,3,48,3,10,0,0.00106101196244534
126861,543547,0,0.03,02_6808893,2,02_53,Washington,I5, ,State,Paved,6,104,1,1,0,0.000343918874714777
128386,543708,0,0.08,02_6813277,2,02_53,Washington,S500, ,State,Paved,4,88,2,7,0,0.00101980751211263
127058,543288,0,0.16,02_6794272,2,02_53,Washington,S14, ,State,Paved,4,88,2,7,0,0.00200627578492086
127064,543293,0,0.01,02_6794683,2,02_53,Washington,S14, ,State,Paved,4,88,2,7,0,0.000163582958996216
125195,541595,0,0.32,02_6720197,2,02_41,Oregon,U30, ,State,Paved,4,64,3,7,0,0.00355833630893996
128392,543767,0,0.03,02_6815164,2,02_53,Washington,I205, ,State,Paved,4,96,1,1,0,0.000373593104535207
128189,543960,0,0.96,02_6820910,2,02_53,Washington,S503,NE 117TH AV,State,Paved,2,56,3,7,0,0.00864226074751539
126128,541173,0,0.12,02_6697480,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,88,1,1,0,0.0010780669891416
122882,541207,0,0.75,02_6699235,2,02_41,Oregon,S10,BEAVERTON HWY,State,Paved,4,72,3,10,0,0.00896039423914416
122879,541214,0,0.11,02_6699206,2,02_41,Oregon,S99W,BARBUR BLVD,State,Paved,2,88,3,10,0,0.00120447817561481
125882,541306,0,0.01,02_6701855,2,02_41,Oregon,U26,SUNSET HWY,State,Paved,6,88,2,7,0,7.2422857689419E-05
123374,541474,0,0.84,02_6707297,2,02_41,Oregon,U30  P,LOMBARD ST,State,Paved,2,56,4,0,0,0.0107200978737648
127456,542635,0,0.07,02_6773330,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.000905755681573453
126964,543385,0,0.4,02_6802441,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00489835739260415
128292,543759,0,1.08,02_6815085,2,02_53,Washington,I5, ,State,Paved,8,96,1,1,0,0.00993503849142858
126371,541395,0,0.04,02_6705196,2,02_41,Oregon,U30  B,BURNSIDE ST,State,Paved,4,80,4,10,0,0.00050003648788545
127797,542589,0,0.04,02_6771931,2,02_41,Oregon, ,WEIDLER ST,Municipal,Paved,3,80,3,10,0,0.000510079192765676
127210,542822,0,0.07,02_6778840,2,02_41,Oregon, ,DIVISION ST,Municipal,Paved,4,40,3,10,0,0.000949089071110804
128538,543610,0,0.07,02_6810699,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,4,96,2,7,0,0.000861021155906573
126617,543787,0,0.42,02_6816792,2,02_53,Washington, ,NE ANDERSEN AV,Municipal,Paved,4,56,3,10,0,0.00382855344633848
128043,543134,0,0.05,02_6789682,2,02_41,Oregon, , ,Municipal,Paved,6,72,3,10,0,0.000464017182628219
126225,541109,0,0.04,02_6696219,2,02_41,Oregon, , ,Municipal,Paved,3,72,3,10,0,0.000495903003662219
127356,542147,0,0.24,02_6762310,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.00223771084565782
127110,542247,0,0.17,02_6764233,2,02_41,Oregon,S10,FRONT ST,State,Paved,3,40,3,10,0,0.00176781833180744
127651,542434,0,0.08,02_6768322,2,02_41,Oregon,S99W,FRONT ST,State,Paved,2,72,4,0,0,0.000776556866129903
127897,542666,0,0.81,02_6775496,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,48,3,10,0,0.00724321535438923
128438,543721,0,0.11,02_6813646,2,02_53,Washington,S500, ,State,Paved,4,88,2,7,0,0.00140576651024275
126028,540876,0,0.04,02_6688136,2,02_41,Oregon,S210,SCHOLLS FERRY RD,State,Paved,4,64,3,10,0,0.000546728422546432
127410,542072,0,0.12,02_6761096,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.00134840682844265
122928,538098,0,0.26,02_6699603,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,104,1,1,0,0.00326758897685754
127671,542349,0,0.24,02_6766628,2,02_41,Oregon,S99E,MCLOUGHLIN BLVD,State,Paved,7,72,3,7,0,0.00259525141167133
127173,542769,0,1.81,02_6777740,2,02_41,Oregon, ,GLISAN ST,Municipal,Paved,4,64,3,10,0,0.0232211462139718
126248,541352,0,0.08,02_6703778,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,6,104,1,1,0,0.000782275236303614
123165,542458,0,0.06,02_6768877,2,02_41,Oregon, ,GREELEY AV,Municipal,Paved,2,56,4,8,0,0.000703562151635347
127742,542451,0,0.85,02_6769640,2,02_41,Oregon, ,INTERSTATE AV,Municipal,Paved,4,56,4,8,0,0.00839157141744781
127244,542854,0,0.16,02_6779665,2,02_41,Oregon, ,GLISAN ST,Municipal,Paved,4,64,3,10,0,0.00204450369815203
127908,542734,0,0.04,02_6775714,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,88,1,1,0,0.000357561948991206
128169,543956,0,0.12,02_6820167,2,02_53,Washington, ,NE 83RD ST,Municipal,Paved,4,72,3,10,0,0.00149654516344251
127316,542086,0,0.13,02_6760417,2,02_41,Oregon,S43,WILLAMETTE DR,State,Paved,2,40,3,7,0,0.0013417245121842
127101,542208,0,0.8,02_6763961,2,02_41,Oregon,S213,82ND AV,State,Paved,4,56,3,10,0,0.00721700557329339
127599,542644,0,0.44,02_6773623,2,02_41,Oregon,U30  B,SANDY BLVD,State,Paved,3,72,3,10,0,0.0052612171282593
127765,542567,0,0.03,02_6771294,2,02_41,Oregon,U30  B,BURNSIDE ST,State,Paved,3,72,3,10,0,0.000376032992658952
127648,542431,0,0.05,02_6768290,2,02_41,Oregon, ,MORRISON BRIDGE,Municipal,Paved,2,56,4,0,0,0.000586079674787658
127814,542381,0,0.07,02_6769806,2,02_41,Oregon, ,WEIDLER ST,Municipal,Paved,4,72,3,8,0,0.000940018956528449
128263,543730,0,0.56,02_6814306,2,02_53,Washington,I5, ,State,Paved,6,96,1,1,0,0.00536249542863626
128312,543920,0,1.11,02_6819927,2,02_53,Washington, ,NE ST JOHNS RD,Municipal,Paved,4,72,4,0,0,0.012487785374403
127267,542875,0,0.43,02_6780350,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00385720427442681
127150,542941,0,0.4,02_6782526,2,02_41,Oregon,U30  B,SANDY BLVD,State,Paved,3,72,3,10,0,0.00467750500380932
126769,543103,0,0.11,02_6789031,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,4,96,2,7,0,0.00140277634606167
126603,543804,0,0.21,02_6816223,2,02_53,Washington, ,NE FOURTH PLAIN BLVD,Municipal,Paved,4,48,3,10,0,0.0026010559793978
126105,540866,0,0.02,02_6687821,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,10,0,0.000202647626864533
126652,542975,0,0.26,02_6784510,2,02_41,Oregon,S212,CLACKAMAS-BORING HWY,State,Paved,2,72,3,7,0,0.00333500559406003
123380,541480,0,0.08,02_6707464,2,02_41,Oregon, ,GREELEY AV,Municipal,Paved,2,72,4,0,0,0.000708086757548075
125962,541321,0,0.36,02_6702515,2,02_41,Oregon, ,N TERMINAL RD,Municipal,Paved,2,48,5,8,0,0.0041847800568373
127459,542636,0,0.29,02_6773369,2,02_41,Oregon,U30  B,SANDY BLVD,State,Paved,3,72,3,10,0,0.00347728235356827
126368,541403,0,0.01,02_6705161,2,02_41,Oregon,U30  B,BURNSIDE ST,State,Paved,4,80,4,10,0,0.000177011968266236
127622,542408,0,0.13,02_6767769,2,02_41,Oregon, ,GLISAN ST,Municipal,Paved,2,72,4,8,0,0.00163531344398617
127791,542598,0,0.01,02_6771886,2,02_41,Oregon, ,BROADWAY,Municipal,Paved,3,56,3,8,0,6.80080301843411E-05
123045,542729,0,0.12,02_6775724,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,88,1,1,0,0.0011184932517338
128455,543627,0,0.12,02_6810855,2,02_53,Washington,S501,NW NEW LOWER RIVER RD,State,Paved,4,48,3,8,0,0.00139274821037417
126626,543789,0,0.15,02_6816963,2,02_53,Washington, ,SE MILL PLAIN BLVD,Municipal,Paved,4,56,3,10,0,0.00190618502603434
126958,543383,0,0.32,02_6802340,2,02_41,Oregon, ,238TH DR,Municipal,Paved,3,72,4,7,0,0.00289660405125218
126317,541244,0,0.27,02_6700356,2,02_41,Oregon, ,BROADWAY,Municipal,Paved,2,72,5,0,0,0.003106272420009
125985,541345,0,0.27,02_6703327,2,02_41,Oregon,U26,SUNSET HWY,State,Paved,6,88,2,7,0,0.00339439218072164
127387,542178,0,0.58,02_6763014,2,02_41,Oregon,S213,82ND AV,State,Paved,4,56,3,10,0,0.00532572894966074
127436,542581,0,0.13,02_6772460,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,48,3,10,0,0.00113102832485479
127977,543040,0,0.16,02_6786878,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,10,0,0.00209811654782428
123071,542754,0,0.01,02_6776416,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,104,1,1,0,0.000122413449167238
125444,541646,0,0.22,02_6723570,2,02_53,Washington,S501,NW NEW LOWER RIVER RD,State,Paved,4,48,3,8,0,0.00273857071756274
128432,543714,0,0.18,02_6813578,2,02_53,Washington, ,NE ST JAMES RD RD,Municipal,Paved,2,56,3,10,0,0.00177037124031354
128026,543204,0,0.04,02_6791881,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,4,56,3,10,0,0.000487001098216388
125919,540997,0,0.61,02_6693198,2,02_41,Oregon,S99W,W PACIFIC HWY,State,Paved,2,88,3,7,0,0.0068838294318345
126340,541290,0,0.08,02_6701100,2,02_41,Oregon,S217,BEAVERTON-TIGARD HWY,State,Paved,4,88,2,7,0,0.00068444608728293
123257,542041,0,0.85,02_6759863,2,02_41,Oregon,S99E,MCLOUGHLIN BLVD,State,Paved,4,64,3,10,0,0.00773700979067853
127834,542514,0,0.16,02_6770295,2,02_41,Oregon, ,BELMONT ST,Municipal,Paved,2,56,4,7,0,0.00205302132767859
128006,543186,0,0.33,02_6791033,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00419404491650074
125421,541622,0,0.6,02_6722418,2,02_41,Oregon, ,LOMBARD ST,Municipal,Paved,2,56,4,8,0,0.00695733787972477
128498,543585,0,0.09,02_6809637,2,02_53,Washington, ,W 14TH ST,Municipal,Paved,2,40,5,0,0,0.00110521864309956
128504,543589,0,0.09,02_6809985,2,02_53,Washington, ,WASHINGTON ST,Municipal,Paved,2,40,3,10,0,0.00112134174968572
128332,543661,0,0.07,02_6811579,2,02_53,Washington, ,NE HWY 99,Municipal,Paved,2,72,3,10,0,0.000659570819391408
126085,540839,0,0.03,02_6687200,2,02_41,Oregon,S10,FARMINGTON RD,State,Paved,4,64,3,10,0,0.000358468782463947
125913,540981,0,0.08,02_6692977,2,02_41,Oregon, ,MURRAY BLVD,Municipal,Paved,4,40,3,7,0,0.000722468100229697
128575,543908,0,0.11,02_6819218,2,02_53,Washington,S500, ,State,Paved,5,88,2,7,0,0.00102862504083626
127224,542838,0,0.12,02_6779389,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00151395091942567
127691,542312,0,0.08,02_6765737,2,02_41,Oregon,S99W,FRONT ST,State,Paved,2,72,4,0,0,0.000786763645049932
127857,542545,0,0.02,02_6770559,2,02_41,Oregon,U30  B,BURNSIDE ST,State,Paved,4,80,3,10,0,0.000263016878364409
128355,543675,0,0.81,02_6812283,2,02_53,Washington, ,NE HWY 99,Municipal,Paved,4,56,3,10,0,0.00731165212562153
126062,540943,0,1.22,02_6691082,2,02_41,Oregon,S8,TUALATIN VALLEY HWY,State,Paved,2,48,3,7,0,0.0154955253350739
127193,542805,0,0.11,02_6778634,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.000977913826548954
126560,544053,0,0.82,02_6823139,2,02_53,Washington, ,NE 162ND AV,Municipal,Paved,4,64,3,10,0,0.00740114949859891
125870,541238,0,0.4,02_6701322,2,02_41,Oregon,U26,SUNSET HWY,State,Paved,7,88,2,7,0,0.00486176066027398
127367,542013,0,0.24,02_6762417,2,02_41,Oregon,S213,E PORTLAND FRWY,State,Paved,4,88,2,7,0,0.00219357977095646
123288,542009,0,0.85,02_6758166,2,02_41,Oregon,S43,STATE ST,State,Paved,4,56,3,7,0,0.0077078482296369
123214,542286,0,0.12,02_6765099,2,02_41,Oregon,U26E,POWELL BLVD,State,Paved,2,64,4,0,0,0.00147140344650977
127124,542259,0,0.1,02_6764470,2,02_41,Oregon,S43S,HOOD AV,State,Paved,2,56,3,10,0,0.000907111536313292
127714,542335,0,0.01,02_6766311,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,3,40,3,10,0,0.000185528909503944
127785,542590,0,0.02,02_6771834,2,02_41,Oregon, ,WEIDLER ST,Municipal,Paved,3,80,3,10,0,0.000286047038420328
127293,543091,0,0.04,02_6788666,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,4,96,2,7,0,0.000480037983464423
126632,542971,0,0.08,02_6783194,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,4,96,2,7,0,0.00101573489912212
128547,543622,0,0.05,02_6810804,2,02_53,Washington,I5, ,State,Paved,6,96,1,1,0,0.000462017698477
128449,543507,0,0.82,02_6814197,2,02_53,Washington, ,NE HWY 99,Municipal,Paved,4,56,3,10,0,0.0074855024537915
127957,543258,0,0.16,02_6793319,2,02_41,Oregon, , ,Municipal,Paved,4,56,3,10,0,0.00148100310344286
125942,541017,0,0.36,02_6694016,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,88,1,1,0,0.00338152619772939
123237,542034,0,0.04,02_6758725,2,02_41,Oregon,S43,AV A,State,Paved,4,48,3,7,0,0.000525323897697231
123188,542373,0,0.05,02_6767345,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,4,64,3,10,0,0.000635593587105726
127934,543185,0,0.06,02_6790953,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.000830000805654828
127983,543012,0,0.81,02_6787083,2,02_41,Oregon, ,DIVISION ST,Municipal,Paved,4,64,3,10,0,0.0103609944925773
123065,542741,0,0.18,02_6776358,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,88,3,8,0,0.00209799343752708
128475,543647,0,0.11,02_6811386,2,02_53,Washington,S500, ,State,Paved,2,40,4,7,0,0.00146439533540503
128524,543600,0,0.09,02_6810167,2,02_53,Washington,S501, ,State,Paved,2,48,3,8,0,0.00109704574591917
128598,543882,0,0.02,02_6817994,2,02_53,Washington,S500, ,State,Paved,5,96,2,7,0,0.000294727706223411
125893,540962,0,0.53,02_6692025,2,02_41,Oregon,S8,TUALATIN VALLEY HWY,State,Paved,4,64,3,7,0,0.00674947772799349
126005,541048,0,0.23,02_6694872,2,02_41,Oregon,S217,BEAVERTON-TIGARD HWY,State,Paved,4,88,2,7,0,0.00270918789534121
125993,541029,0,0.7,02_6694605,2,02_41,Oregon,S217,BEAVERTON-TIGARD HWY,State,Paved,4,88,2,7,0,0.0062836827425673
127665,542344,0,0.08,02_6766511,2,02_41,Oregon,S99W,FRONT ST,State,Paved,2,72,4,0,0,0.000753299704589056
126254,541333,0,0.06,02_6703857,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,6,104,1,1,0,0.000586776196246845
127914,543008,0,1.51,02_6790311,2,02_41,Oregon, ,GLISAN ST,Municipal,Paved,4,64,3,10,0,0.0193151312195134
126752,544091,0,1.22,02_6824214,2,02_53,Washington, , ,Municipal,Paved,2,64,3,10,0,0.0109330783547947
123337,538083,0,0.11,02_6723640,2,02_53,Washington, ,W 16TH ST,Municipal,Paved,2,56,3,0,0,0.00143823701142991
128412,543778,0,0.2,02_6815847,2,02_53,Washington,I205, ,State,Paved,4,96,1,1,0,0.00217200785909505
126148,541190,0,0.02,02_6698043,2,02_41,Oregon,S99W,BARBUR BLVD,State,Paved,2,88,3,10,0,0.000205548010083238
122945,541260,0,0.11,02_6700162,2,02_41,Oregon, ,CEDAR HILLS BLVD,Municipal,Paved,2,72,4,0,0,0.000974455192546563
127771,542569,0,0.4,02_6771650,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00477045530719439
127273,542007,0,1.58,02_6787979,2,02_41,Oregon,U30  P,SANDY BLVD,State,Paved,4,48,3,10,0,0.0201468664926831
127144,542947,0,0.03,02_6782459,2,02_41,Oregon,U30  B,SANDY BLVD,State,Paved,3,72,3,10,0,0.000326663928129126
126597,541901,0,1.88,02_6815985,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,4,96,2,7,0,0.0238229523023707
128269,543745,0,0.13,02_6814432,2,02_53,Washington,I5, ,State,Paved,8,96,1,1,0,0.0011849729719445
128318,543946,0,0.08,02_6820057,2,02_53,Washington,I205, ,State,Paved,4,96,1,1,0,0.000953934693068432
